country,year,exports_usd,hh_index,hs6_products,region,subregion
Saudi Arabia,1997,,,,Asia,West Asia
Saudi Arabia,1998,39806951.42,0.078224066,3433,Asia,West Asia
Saudi Arabia,1999,50693813.58,0.083960647,3371,Asia,West Asia
Saudi Arabia,2000,77204301.31,0.086584907,1611,Asia,West Asia
Saudi Arabia,2001,67674040.86,0.085031462,1731,Asia,West Asia
Saudi Arabia,2002,72128962.43,0.091075113,1789,Asia,West Asia
Saudi Arabia,2003,92765581.56,0.090340078,2017,Asia,West Asia
Saudi Arabia,2004,125551144.7,0.078357657,2248,Asia,West Asia
Saudi Arabia,2005,180277726.9,0.08159377,2327,Asia,West Asia
Saudi Arabia,2006,210823971.7,0.078144874,2189,Asia,West Asia
Saudi Arabia,2007,232855982.6,0.078040451,2247,Asia,West Asia
Saudi Arabia,2008,312999364,0.083722723,2320,Asia,West Asia
Saudi Arabia,2009,191810272.7,0.07975914,2256,Asia,West Asia
Saudi Arabia,2010,250577015.6,0.079385162,2271,Asia,West Asia
Saudi Arabia,2011,364139418.6,0.078593423,2298,Asia,West Asia
Saudi Arabia,2012,387373982.6,0.083314369,2299,Asia,West Asia
Saudi Arabia,2013,375360918,0.078946098,2267,Asia,West Asia
Saudi Arabia,2014,341947182.5,0.076220837,2237,Asia,West Asia
Saudi Arabia,2015,203688802.6,0.066214626,2201,Asia,West Asia
Saudi Arabia,2016,183604286.5,0.063463245,2276,Asia,West Asia
Saudi Arabia,2017,221835062.8,0.066648754,2430,Asia,West Asia
Saudi Arabia,2018,294535553.1,0.067845663,3085,Asia,West Asia
Saudi Arabia,2019,251800017,0.08198732,1791,Asia,West Asia
Saudi Arabia,2020,185699411.8,0.084084379,2900,Asia,West Asia
Saudi Arabia,2021,286467258.6,0.085604011,3392,Asia,West Asia
Saudi Arabia,2022,,,,Asia,West Asia
Singapore,1988,,,,Asia,Southeast Asia
Singapore,1989,44686630.91,0.10509236,4822,Asia,Southeast Asia
Singapore,1990,52715892.74,0.11354815,4817,Asia,Southeast Asia
Singapore,1991,58953314.3,0.153838829,4814,Asia,Southeast Asia
Singapore,1992,63463108.61,0.135417341,4783,Asia,Southeast Asia
Singapore,1993,74005471.23,0.105407883,4805,Asia,Southeast Asia
Singapore,1994,96824549.38,0.103627249,4850,Asia,Southeast Asia
Singapore,1995,118263103.5,0.10275922,4792,Asia,Southeast Asia
Singapore,1996,125007762.9,0.099121154,4740,Asia,Southeast Asia
Singapore,1997,124988069.2,0.090086292,4696,Asia,Southeast Asia
Singapore,1998,109904937,0.085917315,4681,Asia,Southeast Asia
Singapore,1999,114681728.4,0.083786924,4691,Asia,Southeast Asia
Singapore,2000,137805720.3,0.072691503,4653,Asia,Southeast Asia
Singapore,2001,121753788.8,0.065569071,4654,Asia,Southeast Asia
Singapore,2002,125177090.7,0.064193325,4618,Asia,Southeast Asia
Singapore,2003,161438836.1,0.060999123,4147,Asia,Southeast Asia
Singapore,2004,198632635.4,0.057510837,4471,Asia,Southeast Asia
Singapore,2005,230343507.4,0.056101422,4134,Asia,Southeast Asia
Singapore,2006,273382013,0.055841093,4122,Asia,Southeast Asia
Singapore,2007,301594913.3,0.055942637,4181,Asia,Southeast Asia
Singapore,2008,341079321.2,0.054334002,4185,Asia,Southeast Asia
Singapore,2009,271079917.8,0.054896373,4180,Asia,Southeast Asia
Singapore,2010,352553383.1,0.060676599,4179,Asia,Southeast Asia
Singapore,2011,416234570.7,0.060306999,4288,Asia,Southeast Asia
Singapore,2012,415615109.7,0.059815502,4294,Asia,Southeast Asia
Singapore,2013,419931654.5,0.060918543,4287,Asia,Southeast Asia
Singapore,2014,415418247,0.062811378,4285,Asia,Southeast Asia
Singapore,2015,357941228.9,0.062937007,4290,Asia,Southeast Asia
Singapore,2016,338081970.5,0.067702739,4277,Asia,Southeast Asia
Singapore,2017,373254554.4,0.068644879,4278,Asia,Southeast Asia
Singapore,2018,411743293.7,0.067665636,4263,Asia,Southeast Asia
Singapore,2019,390331757.4,0.067273854,4257,Asia,Southeast Asia
Singapore,2020,373683730.1,0.07348583,4239,Asia,Southeast Asia
Singapore,2021,457081283.3,0.074707261,4213,Asia,Southeast Asia
Singapore,2022,514966127,0.066364588,4232,Asia,Southeast Asia
Sri Lanka,1988,,,,Asia,South Asia
Sri Lanka,1989,,,,Asia,South Asia
Sri Lanka,1990,1912600.064,0.119342574,2034,Asia,South Asia
Sri Lanka,1991,1987225.344,0.244186957,2066,Asia,South Asia
Sri Lanka,1992,2453985.024,0.252512662,2160,Asia,South Asia
Sri Lanka,1993,2846941.696,0.239255239,2271,Asia,South Asia
Sri Lanka,1994,3209662.464,0.189093364,2416,Asia,South Asia
Sri Lanka,1995,,,,Asia,South Asia
Sri Lanka,1996,,,,Asia,South Asia
Sri Lanka,1997,,,,Asia,South Asia
Sri Lanka,1998,,,,Asia,South Asia
Sri Lanka,1999,4467271.168,0.197466481,2705,Asia,South Asia
Sri Lanka,2000,5337517.843,0.188330325,2892,Asia,South Asia
Sri Lanka,2001,4723871.679,0.185255514,2961,Asia,South Asia
Sri Lanka,2002,4722972.86,0.179501765,3022,Asia,South Asia
Sri Lanka,2003,4867830.504,0.157371775,2941,Asia,South Asia
Sri Lanka,2004,5466642.794,0.140808417,3040,Asia,South Asia
Sri Lanka,2005,6159855.307,0.14252207,2914,Asia,South Asia
Sri Lanka,2006,6760001.046,0.13022471,2977,Asia,South Asia
Sri Lanka,2007,7661314.769,0.111125831,2861,Asia,South Asia
Sri Lanka,2008,8176816.898,0.094486595,2630,Asia,South Asia
Sri Lanka,2009,7121490.779,0.090870717,2362,Asia,South Asia
Sri Lanka,2010,8304051.802,0.079467566,2381,Asia,South Asia
Sri Lanka,2011,10011281.53,0.074989233,2460,Asia,South Asia
Sri Lanka,2012,9369784.036,0.081243985,2982,Asia,South Asia
Sri Lanka,2013,10004878.92,0.084889463,2632,Asia,South Asia
Sri Lanka,2014,11295485.9,0.084172876,3001,Asia,South Asia
Sri Lanka,2015,10439729.66,0.094856014,2976,Asia,South Asia
Sri Lanka,2016,10545893.3,0.094044932,3097,Asia,South Asia
Sri Lanka,2017,11741036.79,0.086364545,3121,Asia,South Asia
Sri Lanka,2018,,,,Asia,South Asia
Sri Lanka,2019,11974156.37,0.076085387,3118,Asia,South Asia
Sri Lanka,2020,10706858.04,0.077039175,2912,Asia,South Asia
Sri Lanka,2021,13331248.58,0.073047901,2995,Asia,South Asia
Sri Lanka,2022,13592124.43,0.08538136,2951,Asia,South Asia
Syrian Arab Republic,1988,,,,Asia,West Asia
Syrian Arab Republic,1989,,,,Asia,West Asia
Syrian Arab Republic,1990,,,,Asia,West Asia
Syrian Arab Republic,1991,,,,Asia,West Asia
Syrian Arab Republic,1992,,,,Asia,West Asia
Syrian Arab Republic,1993,,,,Asia,West Asia
Syrian Arab Republic,1994,,,,Asia,West Asia
Syrian Arab Republic,1995,,,,Asia,West Asia
Syrian Arab Republic,1996,,,,Asia,West Asia
Syrian Arab Republic,1997,,,,Asia,West Asia
Syrian Arab Republic,1998,,,,Asia,West Asia
Syrian Arab Republic,1999,,,,Asia,West Asia
Syrian Arab Republic,2000,,,,Asia,West Asia
Syrian Arab Republic,2001,20798641.93,0.102834966,192,Asia,West Asia
Syrian Arab Republic,2002,26931134.44,0.081014172,414,Asia,West Asia
Syrian Arab Republic,2003,23611522.87,0.09573381,2470,Asia,West Asia
Syrian Arab Republic,2004,22177268.07,0.089389722,740,Asia,West Asia
Syrian Arab Republic,2005,6449881.887,0.098679926,1536,Asia,West Asia
Syrian Arab Republic,2006,10919370.78,0.099341035,2798,Asia,West Asia
Syrian Arab Republic,2007,11545710.21,0.102157452,1226,Asia,West Asia
Syrian Arab Republic,2008,14380037.91,0.088227902,1220,Asia,West Asia
Syrian Arab Republic,2009,9693796.9,0.067766052,2400,Asia,West Asia
Syrian Arab Republic,2010,11352923.63,0.076640025,2810,Asia,West Asia
Syrian Arab Republic,2011,,,,Asia,West Asia
Syrian Arab Republic,2012,,,,Asia,West Asia
Syrian Arab Republic,2013,,,,Asia,West Asia
Syrian Arab Republic,2014,,,,Asia,West Asia
Syrian Arab Republic,2015,,,,Asia,West Asia
Syrian Arab Republic,2016,,,,Asia,West Asia
Syrian Arab Republic,2017,,,,Asia,West Asia
Syrian Arab Republic,2018,,,,Asia,West Asia
Syrian Arab Republic,2019,,,,Asia,West Asia
Syrian Arab Republic,2020,,,,Asia,West Asia
Syrian Arab Republic,2021,,,,Asia,West Asia
Syrian Arab Republic,2022,,,,Asia,West Asia
Tajikistan,1988,,,,Asia,Central Asia
Tajikistan,1989,,,,Asia,Central Asia
Tajikistan,1990,,,,Asia,Central Asia
Tajikistan,1991,,,,Asia,Central Asia
Tajikistan,1992,,,,Asia,Central Asia
Tajikistan,1993,,,,Asia,Central Asia
Tajikistan,1994,,,,Asia,Central Asia
Tajikistan,1995,,,,Asia,Central Asia
Tajikistan,1996,,,,Asia,Central Asia
Tajikistan,1997,,,,Asia,Central Asia
Tajikistan,1998,,,,Asia,Central Asia
Tajikistan,1999,,,,Asia,Central Asia
Tajikistan,2000,692346,0.308277807,,Asia,Central Asia
Tajikistan,2001,,,,Asia,Central Asia
Tajikistan,2002,,,,Asia,Central Asia
Tajikistan,2003,,,,Asia,Central Asia
Tajikistan,2004,,,,Asia,Central Asia
Tajikistan,2005,,,,Asia,Central Asia
Tajikistan,2006,,,,Asia,Central Asia
Tajikistan,2007,,,,Asia,Central Asia
Tajikistan,2008,,,,Asia,Central Asia
Tajikistan,2009,,,,Asia,Central Asia
Tajikistan,2010,,,,Asia,Central Asia
Tajikistan,2011,,,,Asia,Central Asia
Tajikistan,2012,,,,Asia,Central Asia
Tajikistan,2013,,,,Asia,Central Asia
Tajikistan,2014,,,,Asia,Central Asia
Tajikistan,2015,,,,Asia,Central Asia
Tajikistan,2016,899320.312,0.129577707,769,Asia,Central Asia
Tajikistan,2017,983825.951,0.138454019,994,Asia,Central Asia
Tajikistan,2018,1073858.043,0.139416372,809,Asia,Central Asia
Tajikistan,2019,891973.123,0.120160522,794,Asia,Central Asia
Tajikistan,2020,717905.65,0.330673926,575,Asia,Central Asia
Tajikistan,2021,1476799.996,0.108950257,736,Asia,Central Asia
Tajikistan,2022,1669060.47,0.149722998,667,Asia,Central Asia
Thailand,1988,,0.324221217,,Asia,Southeast Asia
Thailand,1989,20058259.46,0.18049117,3749,Asia,Southeast Asia
Thailand,1990,23068719.1,0.181190697,3700,Asia,Southeast Asia
Thailand,1991,28420868.1,0.17495275,3762,Asia,Southeast Asia
Thailand,1992,32474400.77,0.161003775,3964,Asia,Southeast Asia
Thailand,1993,37166833.66,0.142700066,4089,Asia,Southeast Asia
Thailand,1994,45235494.91,0.131893089,4185,Asia,Southeast Asia
Thailand,1995,56439341.06,0.120697318,4206,Asia,Southeast Asia
Thailand,1996,55678127.62,0.105768743,4176,Asia,Southeast Asia
Thailand,1997,58282513.31,0.096582373,4245,Asia,Southeast Asia
Thailand,1998,53583494.95,0.097978699,4289,Asia,Southeast Asia
Thailand,1999,58423032.13,0.096021144,4299,Asia,Southeast Asia
Thailand,2000,68818989.57,0.084754429,4274,Asia,Southeast Asia
Thailand,2001,64919225.91,0.078824924,4257,Asia,Southeast Asia
Thailand,2002,68107865.05,0.079926272,4212,Asia,Southeast Asia
Thailand,2003,80323274.4,0.071429495,4248,Asia,Southeast Asia
Thailand,2004,96247901.28,0.068686537,4271,Asia,Southeast Asia
Thailand,2005,110110034.2,0.068056144,4322,Asia,Southeast Asia
Thailand,2006,130580046.1,0.066164169,4324,Asia,Southeast Asia
Thailand,2007,153571126.2,0.059474854,4301,Asia,Southeast Asia
Thailand,2008,175907915.3,0.054014442,4243,Asia,Southeast Asia
Thailand,2009,152497202.6,0.056001386,4258,Asia,Southeast Asia
Thailand,2010,195311520.3,0.057313964,4285,Asia,Southeast Asia
Thailand,2011,228823972.7,0.056780845,4392,Asia,Southeast Asia
Thailand,2012,229544513.3,0.057986385,4365,Asia,Southeast Asia
Thailand,2013,228527440.4,0.057120973,4348,Asia,Southeast Asia
Thailand,2014,227572764.1,0.055040404,4313,Asia,Southeast Asia
Thailand,2015,214309375.8,0.056754703,4329,Asia,Southeast Asia
Thailand,2016,215387295.5,0.057440789,4320,Asia,Southeast Asia
Thailand,2017,236634037.7,0.056858449,4321,Asia,Southeast Asia
Thailand,2018,252485154.1,0.057288909,4356,Asia,Southeast Asia
Thailand,2019,246266050.3,0.060547845,4305,Asia,Southeast Asia
Thailand,2020,231633852.3,0.070609238,4280,Asia,Southeast Asia
Thailand,2021,272005785.5,0.074987025,4278,Asia,Southeast Asia
Thailand,2022,287424243.4,0.073106607,4265,Asia,Southeast Asia
Turkey,1988,,,,Asia,West Asia
Turkey,1989,11627285.5,0.451280549,3601,Asia,West Asia
Turkey,1990,12959381.5,0.463522024,3537,Asia,West Asia
Turkey,1991,13593446.4,0.300927843,3509,Asia,West Asia
Turkey,1992,14714607.62,0.2465084,3654,Asia,West Asia
Turkey,1993,15348913.15,0.1813284,3742,Asia,West Asia
Turkey,1994,18106030.08,0.118441406,4059,Asia,West Asia
Turkey,1995,21598625.79,0.118792273,4138,Asia,West Asia
Turkey,1996,23047716.86,0.102019544,4363,Asia,West Asia
Turkey,1997,26244683.78,0.089290771,4445,Asia,West Asia
Turkey,1998,26881361.92,0.086021222,4420,Asia,West Asia
Turkey,1999,26587173.65,0.083509621,4378,Asia,West Asia
Turkey,2000,27774906.05,0.08246441,4391,Asia,West Asia
Turkey,2001,31333944.4,0.06869428,4389,Asia,West Asia
Turkey,2002,36059088.6,0.065360069,4266,Asia,West Asia
Turkey,2003,47252563.93,0.059923462,4341,Asia,West Asia
Turkey,2004,63167152.82,0.057085613,4372,Asia,West Asia
Turkey,2005,73476408.14,0.053097793,4402,Asia,West Asia
Turkey,2006,85534462.3,0.05046069,4423,Asia,West Asia
Turkey,2007,107271749.9,0.043136063,4244,Asia,West Asia
Turkey,2008,132027195.6,0.036141716,4252,Asia,West Asia
Turkey,2009,102142612.6,0.03690768,4262,Asia,West Asia
Turkey,2010,113883219.2,0.036543394,4286,Asia,West Asia
Turkey,2011,134906868.8,0.038478378,4303,Asia,West Asia
Turkey,2012,152461736.6,0.036671085,4300,Asia,West Asia
Turkey,2013,161480914.7,0.033353281,4324,Asia,West Asia
Turkey,2014,166504861.8,0.034123112,4355,Asia,West Asia
Turkey,2015,150982113.8,0.034994859,4329,Asia,West Asia
Turkey,2016,149246999.3,0.036699057,4329,Asia,West Asia
Turkey,2017,164494619.3,0.03464508,4326,Asia,West Asia
Turkey,2018,177168756.3,0.032420435,4321,Asia,West Asia
Turkey,2019,180832721.7,0.03000266,4308,Asia,West Asia
Turkey,2020,169657939.8,0.031895275,4345,Asia,West Asia
Turkey,2021,225214458,0.031498558,4397,Asia,West Asia
Turkey,2022,254169747.7,0.033240328,4401,Asia,West Asia
Turkmenistan,1988,,,,Asia,Central Asia
Turkmenistan,1989,,,,Asia,Central Asia
Turkmenistan,1990,,,,Asia,Central Asia
Turkmenistan,1991,,,,Asia,Central Asia
Turkmenistan,1992,,,,Asia,Central Asia
Turkmenistan,1993,,,,Asia,Central Asia
Turkmenistan,1994,,,,Asia,Central Asia
Turkmenistan,1995,,,,Asia,Central Asia
Turkmenistan,1996,,,,Asia,Central Asia
Turkmenistan,1997,751093.563,0.476939764,,Asia,Central Asia
Turkmenistan,1998,593857.678,0.08921353,,Asia,Central Asia
Turkmenistan,1999,1186990.848,0.253315187,398,Asia,Central Asia
Turkmenistan,2000,2505545.544,0.293721005,418,Asia,Central Asia
Turkmenistan,2001,,,,Asia,Central Asia
Turkmenistan,2002,,,,Asia,Central Asia
Turkmenistan,2003,,,,Asia,Central Asia
Turkmenistan,2004,,,,Asia,Central Asia
Turkmenistan,2005,,,,Asia,Central Asia
Turkmenistan,2006,,,,Asia,Central Asia
Turkmenistan,2007,,,,Asia,Central Asia
Turkmenistan,2008,,,,Asia,Central Asia
Turkmenistan,2009,,,,Asia,Central Asia
Turkmenistan,2010,,,,Asia,Central Asia
Turkmenistan,2011,,,,Asia,Central Asia
Turkmenistan,2012,,,,Asia,Central Asia
Turkmenistan,2013,,,,Asia,Central Asia
Turkmenistan,2014,,,,Asia,Central Asia
Turkmenistan,2015,,,,Asia,Central Asia
Turkmenistan,2016,,,,Asia,Central Asia
Turkmenistan,2017,,,,Asia,Central Asia
Turkmenistan,2018,,,,Asia,Central Asia
Turkmenistan,2019,,,,Asia,Central Asia
Turkmenistan,2020,,,,Asia,Central Asia
Turkmenistan,2021,,,,Asia,Central Asia
Turkmenistan,2022,,,,Asia,Central Asia
United Arab Emirates,1988,,,,Asia,West Asia
United Arab Emirates,1989,,,,Asia,West Asia
United Arab Emirates,1990,,,,Asia,West Asia
United Arab Emirates,1991,485589.888,0.345153718,158,Asia,West Asia
United Arab Emirates,1992,504472.832,0.324518522,178,Asia,West Asia
United Arab Emirates,1993,3379667.968,0.279444477,235,Asia,West Asia
United Arab Emirates,1994,,,,Asia,West Asia
United Arab Emirates,1995,,,,Asia,West Asia
United Arab Emirates,1996,,,,Asia,West Asia
United Arab Emirates,1997,,,,Asia,West Asia
United Arab Emirates,1998,,,,Asia,West Asia
United Arab Emirates,1999,26479226.34,0.15782578,,Asia,West Asia
United Arab Emirates,2000,37719889.28,0.189077272,1,Asia,West Asia
United Arab Emirates,2001,32669157.3,0.157731799,1,Asia,West Asia
United Arab Emirates,2002,52163400,0.13933943,1,Asia,West Asia
United Arab Emirates,2003,67135000,0.118738221,1,Asia,West Asia
United Arab Emirates,2004,90638000,0.111687639,1,Asia,West Asia
United Arab Emirates,2005,115452993.2,0.116141481,4256,Asia,West Asia
United Arab Emirates,2006,142505000,0.122121397,1,Asia,West Asia
United Arab Emirates,2007,156634000,0.106891411,4436,Asia,West Asia
United Arab Emirates,2008,210000000,0.112683286,4188,Asia,West Asia
United Arab Emirates,2009,174725000,0.092694511,1,Asia,West Asia
United Arab Emirates,2010,198362000,0.085805509,1,Asia,West Asia
United Arab Emirates,2011,252556000,0.0816533,1,Asia,West Asia
United Arab Emirates,2012,350123000,0.081253735,4321,Asia,West Asia
United Arab Emirates,2013,371217682.1,0.066173132,4244,Asia,West Asia
United Arab Emirates,2014,343043069.6,0.062700203,4272,Asia,West Asia
United Arab Emirates,2015,300478647.8,0.053305994,4256,Asia,West Asia
United Arab Emirates,2016,295046691.1,0.049664095,4260,Asia,West Asia
United Arab Emirates,2017,313599362.1,0.047286759,4300,Asia,West Asia
United Arab Emirates,2018,387964272.1,0.051965882,4351,Asia,West Asia
United Arab Emirates,2019,389427993.9,0.053299966,4361,Asia,West Asia
United Arab Emirates,2020,335296907.9,0.051342712,4358,Asia,West Asia
United Arab Emirates,2021,425159796.5,0.061359497,4377,Asia,West Asia
United Arab Emirates,2022,515621189,0.066651424,4374,Asia,West Asia
Uzbekistan,1988,,,,Asia,Central Asia
Uzbekistan,1989,,,,Asia,Central Asia
Uzbekistan,1990,,,,Asia,Central Asia
Uzbekistan,1991,,,,Asia,Central Asia
Uzbekistan,1992,,,,Asia,Central Asia
Uzbekistan,1993,,,,Asia,Central Asia
Uzbekistan,1994,,,,Asia,Central Asia
Uzbekistan,1995,,,,Asia,Central Asia
Uzbekistan,1996,,,,Asia,Central Asia
Uzbekistan,1997,,,,Asia,Central Asia
Uzbekistan,1998,,,,Asia,Central Asia
Uzbekistan,1999,,,,Asia,Central Asia
Uzbekistan,2000,,,,Asia,Central Asia
Uzbekistan,2001,,,,Asia,Central Asia
Uzbekistan,2002,,,,Asia,Central Asia
Uzbekistan,2003,,,,Asia,Central Asia
Uzbekistan,2004,,,,Asia,Central Asia
Uzbekistan,2005,,,,Asia,Central Asia
Uzbekistan,2006,,,,Asia,Central Asia
Uzbekistan,2007,,,,Asia,Central Asia
Uzbekistan,2008,,,,Asia,Central Asia
Uzbekistan,2009,,,,Asia,Central Asia
Uzbekistan,2010,,,,Asia,Central Asia
Uzbekistan,2011,,,,Asia,Central Asia
Uzbekistan,2012,,,,Asia,Central Asia
Uzbekistan,2013,,,,Asia,Central Asia
Uzbekistan,2014,,,,Asia,Central Asia
Uzbekistan,2015,,,,Asia,Central Asia
Uzbekistan,2016,,,,Asia,Central Asia
Uzbekistan,2017,10079471,0.204793709,1567,Asia,Central Asia
Uzbekistan,2018,10919011.73,0.15394796,1675,Asia,Central Asia
Uzbekistan,2019,14929506.69,0.126740763,1789,Asia,Central Asia
Uzbekistan,2020,13280562.71,0.293416715,2174,Asia,Central Asia
Uzbekistan,2021,14092247.99,0.110542553,2341,Asia,Central Asia
Uzbekistan,2022,15286928.44,0.166149188,2565,Asia,Central Asia
Vietnam,1988,,,,Asia,Southeast Asia
Vietnam,1989,,,,Asia,Southeast Asia
Vietnam,1990,,,,Asia,Southeast Asia
Vietnam,1991,,,,Asia,Southeast Asia
Vietnam,1992,,,,Asia,Southeast Asia
Vietnam,1993,,,,Asia,Southeast Asia
Vietnam,1994,,,,Asia,Southeast Asia
Vietnam,1995,,,,Asia,Southeast Asia
Vietnam,1996,,,,Asia,Southeast Asia
Vietnam,1997,,,,Asia,Southeast Asia
Vietnam,1998,,,,Asia,Southeast Asia
Vietnam,1999,,,,Asia,Southeast Asia
Vietnam,2000,14482743,0.065609073,1141,Asia,Southeast Asia
Vietnam,2001,15029192.45,0.063220487,2397,Asia,Southeast Asia
Vietnam,2002,16706052.54,0.068133838,2796,Asia,Southeast Asia
Vietnam,2003,20149323.75,0.085807535,2882,Asia,Southeast Asia
Vietnam,2004,26485034.71,0.078499932,3167,Asia,Southeast Asia
Vietnam,2005,32447129.17,0.077705987,3252,Asia,Southeast Asia
Vietnam,2006,39826222.8,0.080502814,3399,Asia,Southeast Asia
Vietnam,2007,48561343.19,0.078348584,3391,Asia,Southeast Asia
Vietnam,2008,62685129.7,0.074827676,3256,Asia,Southeast Asia
Vietnam,2009,57096274.46,0.07041749,3298,Asia,Southeast Asia
Vietnam,2010,72236665,0.071239824,3316,Asia,Southeast Asia
Vietnam,2011,96905673.96,0.068645647,3320,Asia,Southeast Asia
Vietnam,2012,114529171,0.063938738,3536,Asia,Southeast Asia
Vietnam,2013,132032854,0.061437746,3501,Asia,Southeast Asia
Vietnam,2014,150217138.8,0.066704095,3589,Asia,Southeast Asia
Vietnam,2015,162016742.5,0.076814761,3688,Asia,Southeast Asia
Vietnam,2016,176580786.6,0.082240531,3783,Asia,Southeast Asia
Vietnam,2017,215118607,0.082520332,3831,Asia,Southeast Asia
Vietnam,2018,243698698.3,0.08901911,3798,Asia,Southeast Asia
Vietnam,2019,264610322.6,0.094493246,3784,Asia,Southeast Asia
Vietnam,2020,281441457.2,0.114400187,3732,Asia,Southeast Asia
Vietnam,2021,335792597.8,0.120933003,3740,Asia,Southeast Asia
Vietnam,2022,370909157.4,0.126007399,3730,Asia,Southeast Asia
Yemen,1988,,,,Asia,West Asia
Yemen,1989,,,,Asia,West Asia
Yemen,1990,,,,Asia,West Asia
Yemen,1991,,,,Asia,West Asia
Yemen,1992,,,,Asia,West Asia
Yemen,1993,,,,Asia,West Asia
Yemen,1994,,,,Asia,West Asia
Yemen,1995,,,,Asia,West Asia
Yemen,1996,,,,Asia,West Asia
Yemen,1997,,,,Asia,West Asia
Yemen,1998,,,,Asia,West Asia
Yemen,1999,,,,Asia,West Asia
Yemen,2000,,,,Asia,West Asia
Yemen,2001,,,,Asia,West Asia
Yemen,2002,,,,Asia,West Asia
Yemen,2003,,,,Asia,West Asia
Yemen,2004,4072486.78,0.243885343,939,Asia,West Asia
Yemen,2005,5607665.601,0.272368807,1109,Asia,West Asia
Yemen,2006,6654084.088,0.18069095,1136,Asia,West Asia
Yemen,2007,6298942.738,0.158066015,1203,Asia,West Asia
Yemen,2008,7583784.105,0.216547984,1296,Asia,West Asia
Yemen,2009,6258955.204,0.145275375,1383,Asia,West Asia
Yemen,2010,6437477.01,0.200006813,1288,Asia,West Asia
Yemen,2011,6947667.409,0.146738545,973,Asia,West Asia
Yemen,2012,7062059.466,0.226838329,1152,Asia,West Asia
Yemen,2013,7129806.232,0.160365835,571,Asia,West Asia
Yemen,2014,2416887.808,0.187545737,1112,Asia,West Asia
Yemen,2015,509857.735,0.242501206,773,Asia,West Asia
Yemen,2016,,,,Asia,West Asia
Yemen,2017,,,,Asia,West Asia
Yemen,2018,15456.13207,0.211956442,24,Asia,West Asia
Yemen,2019,23783.55327,0.295983555,62,Asia,West Asia
Yemen,2020,,,,Asia,West Asia
Yemen,2021,,,,Asia,West Asia
Yemen,2022,,,,Asia,West Asia
